,label,dim_0,dim_1,layer,fold,text,iteration
345,Rouble,-5.85998010635376,2.208554744720459,output,dev,What 's the currency in russia,100
346,Pound,-0.16564583778381348,3.7120237350463867,average,dev,What 's the currency in england,100
347,Pound,-1.441896677017212,-0.030456960201263428,output,dev,What 's the currency in england,100
348,Moscow,-4.070554256439209,-0.8147696256637573,average,dev,What 's the capital of russia,100
349,Moscow,-1.9320570230484009,4.799524784088135,output,dev,What 's the capital of russia,100
350,London,-0.7262109518051147,-0.8404186964035034,average,dev,What 's the capital of england,100
351,London,5.974376678466797,4.39259672164917,output,dev,What 's the capital of england,100
352,Rouble,-4.02131462097168,4.583127975463867,average,train,What is this currency of russia,110
353,Rouble,-6.248721599578857,2.2249488830566406,output,train,What is this currency of russia,110
354,Pound,-0.5965719223022461,4.5528883934021,average,train,What is this currency of england,110
355,Pound,-0.8849860429763794,-0.4716203510761261,output,train,What is this currency of england,110
356,Moscow,-3.8229241371154785,0.7366170287132263,average,train,What is this capital of russia,110
357,Moscow,-3.793980836868286,3.8213346004486084,output,train,What is this capital of russia,110
358,London,-0.3981814384460449,0.7063776850700378,average,train,What is this capital of england,110
359,London,5.493950843811035,3.1554269790649414,output,train,What is this capital of england,110
360,Rouble,-4.760713577270508,3.172585964202881,average,train,What 's russia 's currency,110
361,Rouble,-8.72537899017334,3.552172899246216,output,train,What 's russia 's currency,110
362,Pound,-1.3359712362289429,3.1423463821411133,average,train,What 's england 's currency,110
363,Pound,-3.361645221710205,0.8556045293807983,output,train,What 's england 's currency,110
364,Moscow,-4.562323093414307,-0.6739248037338257,average,train,What 's russia 's capital,110
365,Moscow,-3.1847317218780518,6.745429992675781,output,train,What 's russia 's capital,110
366,London,-1.1375807523727417,-0.7041641473770142,average,train,What 's england 's capital,110
367,London,6.103057384490967,6.079026222229004,output,train,What 's england 's capital,110
368,Rouble,-2.995211362838745,5.122522830963135,average,dev,What currency is used in russia,110
369,Rouble,-6.09358549118042,2.1664745807647705,output,dev,What currency is used in russia,110
370,Pound,0.4295313358306885,5.092283725738525,average,dev,What currency is used in england,110
371,Pound,-0.7298504114151001,-0.5300946831703186,output,dev,What currency is used in england,110
372,Moscow,-3.544231414794922,0.5341028571128845,average,dev,What is the capital and largest city of russia,110
373,Moscow,-2.9003844261169434,4.399844169616699,output,dev,What is the capital and largest city of russia,110
374,London,-0.11948871612548828,0.503863513469696,average,dev,What is the capital and largest city of england,110
375,London,6.387547969818115,3.733936071395874,output,dev,What is the capital and largest city of england,110
376,Rouble,-3.519397258758545,3.7495226860046387,average,dev,What 's the currency in russia,110
377,Rouble,-6.875539779663086,2.6214940547943115,output,dev,What 's the currency in russia,110
378,Pound,-0.09465467929840088,3.719283103942871,average,dev,What 's the currency in england,110
379,Pound,-1.5118049383163452,-0.07507508993148804,output,dev,What 's the currency in england,110
380,Moscow,-4.068417549133301,-0.8388973474502563,average,dev,What 's the capital of russia,110
381,Moscow,-2.169801950454712,5.6375579833984375,output,dev,What 's the capital of russia,110
382,London,-0.6436748504638672,-0.8691366910934448,average,dev,What 's the capital of england,110
383,London,7.109470844268799,4.941390037536621,output,dev,What 's the capital of england,110
384,Rouble,-4.07111120223999,4.563225269317627,average,train,What is this currency of russia,120
385,Rouble,-7.3982415199279785,2.682931900024414,output,train,What is this currency of russia,120
386,Pound,-0.5638744235038757,4.530412673950195,average,train,What is this currency of england,120
387,Pound,-0.9741102457046509,-0.5103336572647095,output,train,What is this currency of england,120
388,Moscow,-3.860529899597168,0.6900214552879333,average,train,What is this capital of russia,120
389,Moscow,-4.336386680603027,4.55350399017334,output,train,What is this capital of russia,120
390,London,-0.35329288244247437,0.6572087407112122,average,train,What is this capital of england,120
391,London,6.421616077423096,3.553288459777832,output,train,What is this capital of england,120
392,Rouble,-4.739990234375,3.1906933784484863,average,train,What 's russia 's currency,120
393,Rouble,-10.062698364257812,4.096616744995117,output,train,What 's russia 's currency,120
394,Pound,-1.2327533960342407,3.1578807830810547,average,train,What 's england 's currency,120
395,Pound,-3.6385672092437744,0.9033509492874146,output,train,What 's england 's currency,120
396,Moscow,-4.529408931732178,-0.6825108528137207,average,train,What 's russia 's capital,120
397,Moscow,-3.551295518875122,7.712749481201172,output,train,What 's russia 's capital,120
398,London,-1.0221718549728394,-0.7153234481811523,average,train,What 's england 's capital,120
399,London,7.205354690551758,6.707801342010498,output,train,What 's england 's capital,120
400,Rouble,-3.0334036350250244,5.1190948486328125,average,dev,What currency is used in russia,120
401,Rouble,-7.13529109954834,2.5738794803619385,output,dev,What currency is used in russia,120
402,Pound,0.47383320331573486,5.086282253265381,average,dev,What currency is used in england,120
403,Pound,-0.749862790107727,-0.6005962491035461,output,dev,What currency is used in england,120
404,Moscow,-3.5760350227355957,0.49574440717697144,average,dev,What is the capital and largest city of russia,120
405,Moscow,-3.341130495071411,5.153329372406006,output,dev,What is the capital and largest city of russia,120
406,London,-0.06879812479019165,0.46293169260025024,average,dev,What is the capital and largest city of england,120
407,London,7.416872024536133,4.153113842010498,output,dev,What is the capital and largest city of england,120
408,Rouble,-3.525230646133423,3.7609810829162598,average,dev,What 's the currency in russia,120
409,Rouble,-7.9704108238220215,3.0533177852630615,output,dev,What 's the currency in russia,120
410,Pound,-0.0179937481880188,3.728168249130249,average,dev,What 's the currency in england,120
411,Pound,-1.5462794303894043,-0.139947772026062,output,dev,What 's the currency in england,120
412,Moscow,-4.067862033843994,-0.8623696565628052,average,dev,What 's the capital of russia,120
413,Moscow,-2.4836909770965576,6.489246368408203,output,dev,What 's the capital of russia,120
414,London,-0.5606250166893005,-0.8951823711395264,average,dev,What 's the capital of england,120
415,London,8.264616966247559,5.455143451690674,output,dev,What 's the capital of england,120
416,Rouble,-4.12692928314209,4.54708194732666,average,train,What is this currency of russia,130
417,Rouble,-8.636763572692871,3.1693150997161865,output,train,What is this currency of russia,130
418,Pound,-0.5351601243019104,4.513005256652832,average,train,What is this currency of england,130
419,Pound,-1.0485159158706665,-0.5562058091163635,output,train,What is this currency of england,130
420,Moscow,-3.906153917312622,0.6468331813812256,average,train,What is this capital of russia,130
421,Moscow,-5.046300411224365,5.274148941040039,output,train,What is this capital of russia,130
422,London,-0.3143845200538635,0.612756609916687,average,train,What is this capital of england,130
423,London,7.307942867279053,3.917598009109497,output,train,What is this capital of england,130
424,Rouble,-4.717025279998779,3.216400146484375,average,train,What 's russia 's currency,130
425,Rouble,-11.443550109863281,4.642549991607666,output,train,What 's russia 's currency,130
426,Pound,-1.125256061553955,3.182323455810547,average,train,What 's england 's currency,130
427,Pound,-3.8553013801574707,0.9170286059379578,output,train,What 's england 's currency,130
428,Moscow,-4.496250152587891,-0.6838486194610596,average,train,What 's russia 's capital,130
429,Moscow,-4.082420349121094,8.62161922454834,output,train,What 's russia 's capital,130
430,London,-0.9044804573059082,-0.7179253101348877,average,train,What 's england 's capital,130
431,London,8.269351959228516,7.256425380706787,output,train,What 's england 's capital,130
432,Rouble,-3.07450008392334,5.118712425231934,average,dev,What currency is used in russia,130
433,Rouble,-8.242563247680664,2.999040126800537,output,dev,What currency is used in russia,130
434,Pound,0.5172694325447083,5.0846357345581055,average,dev,What currency is used in england,130
435,Pound,-0.7852151989936829,-0.661868691444397,output,dev,What currency is used in england,130
436,Moscow,-3.6142983436584473,0.4604365825653076,average,dev,What is the capital and largest city of russia,130
437,Moscow,-3.94795298576355,5.888506889343262,output,dev,What is the capital and largest city of russia,130
438,London,-0.02252882719039917,0.42636001110076904,average,dev,What is the capital and largest city of england,130
439,London,8.406290054321289,4.531956195831299,output,dev,What is the capital and largest city of england,130
440,Rouble,-3.53061580657959,3.777583360671997,average,dev,What 's the currency in russia,130
441,Rouble,-9.1121244430542,3.492284059524536,output,dev,What 's the currency in russia,130
442,Pound,0.061153531074523926,3.743506908416748,average,dev,What 's the currency in england,130
443,Pound,-1.5238757133483887,-0.23323649168014526,output,dev,What 's the currency in england,130
444,Moscow,-4.070414066314697,-0.8806924819946289,average,dev,What 's the capital of russia,130
445,Moscow,-2.9562571048736572,7.306901454925537,output,dev,What 's the capital of russia,130
446,London,-0.4786446690559387,-0.9147690534591675,average,dev,What 's the capital of england,130
447,London,9.387346267700195,5.913162708282471,output,dev,What 's the capital of england,130
448,Rouble,-4.186579704284668,4.529405117034912,average,train,What is this currency of russia,140
449,Rouble,-9.95760440826416,3.6866519451141357,output,train,What is this currency of russia,140
450,Pound,-0.5117893218994141,4.496161460876465,average,train,What is this currency of england,140
451,Pound,-1.1314923763275146,-0.5965821743011475,output,train,What is this currency of england,140
452,Moscow,-3.9571585655212402,0.6031002402305603,average,train,What is this capital of russia,140
453,Moscow,-5.7781147956848145,6.038338661193848,output,train,What is this capital of russia,140
454,London,-0.28236842155456543,0.5698564648628235,average,train,What is this capital of england,140
455,London,8.194427490234375,4.274839401245117,output,train,What is this capital of england,140
456,Rouble,-4.6864399909973145,3.24074649810791,average,train,What 's russia 's currency,140
457,Rouble,-12.829424858093262,5.18074893951416,output,train,What 's russia 's currency,140
458,Pound,-1.0116498470306396,3.207502841949463,average,train,What 's england 's currency,140
459,Pound,-4.003313064575195,0.897514820098877,output,train,What 's england 's currency,140
460,Moscow,-4.457018852233887,-0.6855583190917969,average,train,What 's russia 's capital,140
461,Moscow,-4.558950901031494,9.535414695739746,output,train,What 's russia 's capital,140
462,London,-0.7822288870811462,-0.7188019752502441,average,train,What 's england 's capital,140
